,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,Y
6190,10000,998,780,390,3622,3695,3126,780,390,3622,108,246,98,1
6191,50000,48538,49580,47557,20914,19646,20332,3000,3006,1500,701,1000,1000,0
6192,440000,0,0,0,0,0,100,0,0,0,0,100,300,0
6193,100000,76725,74901,76094,84457,82525,81086,0,3000,9657,0,0,3200,1
6194,470000,211775,218246,218615,221365,137387,201955,9883,6000,6194,30364,100018,4817,0
6195,140000,43616,44710,45661,50880,49934,51106,2100,2000,6000,0,2000,4200,0
6196,140000,13497,15680,3400,3218,16478,4078,15688,4000,3218,17000,4500,4448,0
6197,80000,3526,6687,4356,3450,4318,0,6687,1000,0,4318,0,254,0
6198,20000,20745,21431,19745,19943,19235,19245,1373,1386,1189,570,589,600,1
6199,90000,14692,15722,16733,17453,17970,18175,1269,1280,1000,950,652,1000,0
6200,50000,390,390,390,390,390,390,390,390,390,390,390,390,1
6201,220000,242526,228858,218878,193596,167149,157817,8100,8100,7000,5900,5600,5000,1
6202,100000,0,0,0,1378,1209,3174,0,0,1378,0,2000,2000,0
6203,80000,0,0,0,0,0,0,0,0,0,0,0,0,0
6204,80000,84176,81516,80146,61392,60325,60469,0,2000,0,3091,2400,2000,0
6205,500000,71731,75357,62407,63706,59452,47868,25487,80389,50132,22208,30167,25036,0
6206,80000,5587,6906,1470,1720,2890,7678,6906,1470,1720,2890,7678,1730,0
6207,20000,10056,12571,12086,11595,13197,12700,3000,0,0,1800,0,0,1
6208,1000000,964511,983931,535020,891586,927171,961664,50784,50723,896040,50000,50000,50256,0
6209,120000,500,2483,250,1579,223,421,2483,252,1579,223,421,8228,0
6210,80000,45392,46723,41986,40060,38124,37140,5000,2000,2000,2000,3000,2000,0
6211,400000,14013,5422,15941,5776,5448,15435,5460,16020,5805,5475,5634,6182,0
6212,230000,6348,0,967,0,699,499,0,967,0,699,499,0,1
6213,80000,0,0,862,41300,0,0,0,862,41300,0,0,10000,0
6214,50000,47068,46010,49333,49708,45112,42063,0,4070,1551,0,1528,3273,1
6215,130000,49583,53275,51960,49723,47120,46188,5100,0,0,4500,0,1500,1
6216,360000,0,0,0,0,166,541,0,0,0,166,543,4268,0
6217,160000,160388,175167,127848,96066,93974,40170,142159,3592,7317,2312,1637,1074,0
6218,70000,67864,65062,66447,49103,45830,46769,2620,2730,1936,1700,1700,2000,0
6219,230000,218094,225070,227528,121751,219354,111792,12000,9100,4600,4200,4100,5000,0
6220,10000,9193,7653,8337,8356,8527,4694,0,1201,1000,171,94,80,1
6221,500000,1905,3640,162,0,151,2530,3640,162,0,151,2530,0,0
6222,330000,28106,1323,-363,137,4094,607,2701,363,513,4107,607,0,0
6223,170000,131629,131374,129544,131937,132958,134525,5300,5100,5000,4700,5000,4800,0
6224,200000,100,100,100,100,100,100,100,100,100,100,100,100,0
6225,30000,778,5898,8610,8402,10878,10790,5900,3000,299,3000,608,274,1
6226,260000,-15,16596,1935,5365,0,294,16611,1935,5365,0,294,741,0
6227,80000,11262,0,0,0,0,0,0,0,0,0,0,0,0
6228,290000,62381,32320,22528,10502,82823,52624,1778,1565,212,82902,2008,1177,0
6229,20000,13836,14805,15865,16062,15509,16558,1500,1595,750,0,1452,0,1
6230,200000,107001,108619,110149,110333,85201,84809,5000,5000,5000,3000,5000,10000,1
6231,20000,3302,0,679,679,5679,7570,0,679,0,5000,2000,0,0
6232,290000,10608,34470,11888,27114,3501,12511,34470,11890,27114,3501,12511,5797,0
6233,360000,42094,10594,31532,46342,56571,65268,10600,30000,20000,15000,10000,10000,0
6234,50000,8730,4388,0,0,5412,6414,1000,0,0,5412,2000,0,1
6235,230000,6283,0,0,0,0,0,0,0,0,0,0,0,0
6236,750000,72495,99628,74635,63749,85067,83208,99664,74640,63758,85072,83215,124063,0
6237,450000,-4,831,-3,646,-2,418,835,0,649,0,420,1204,1
6238,50000,8540,9875,11396,13190,14967,16551,1479,2000,2000,2000,2000,4060,0
6239,50000,59197,55551,54083,50000,10135,9952,2000,0,1000,10135,358,403,1
6240,50000,49195,48496,49412,49590,0,0,47000,2000,1000,0,0,0,1
6241,150000,2605,2605,4590,2605,2605,3795,2605,4590,2605,2605,3795,10675,0
6242,280000,231181,26610,24910,20133,5821,143866,1610,1910,1133,821,155681,4785,0
6243,120000,7164,9383,16571,16607,16043,16379,2515,7703,600,0,595,599,1
6244,40000,20936,20647,21561,18438,20619,17582,3000,4000,0,5000,0,8000,0
6245,180000,416,416,416,416,150,982,416,416,416,150,982,416,1
6246,70000,68370,69911,69970,57118,27510,27176,2682,2563,1568,970,1000,2000,1
6247,210000,164015,155235,151267,149478,145041,107495,9320,4894,3301,3,4994,116880,0
6248,110000,83755,77431,79044,80631,82333,84462,3000,2900,2900,3000,3500,4000,0
6249,130000,42553,43606,44577,45013,45695,46283,1740,1711,1587,1823,1956,1125,0
6250,20000,264,264,2227,1357,1357,4500,264,2227,1357,1357,4500,1357,0
6251,230000,0,0,13499,9078,11009,6172,0,13499,9117,11009,6172,869,0
6252,220000,127624,125718,125917,124683,127890,131520,6046,5600,5000,8000,6000,3736,0
6253,50000,5524,6474,8896,7088,7109,6898,1500,2700,0,500,500,500,1
6254,260000,164351,164244,158124,62373,746,-45734,7000,5115,2000,746,5025,54836,0
6255,440000,54408,57901,61914,65863,69792,73346,5000,5000,5000,5000,5000,5000,0
6256,50000,13572,17983,15590,10610,0,0,5000,200,10610,0,0,0,0
6257,50000,43885,45408,36025,0,0,0,2408,2025,0,0,0,0,1
6258,330000,179887,182366,176396,171553,162251,145931,5289,5496,4721,4132,3916,3550,1
6259,150000,38052,0,18600,18400,1527,1527,0,18600,0,1527,0,0,0
6260,360000,750,1224,3206,291,951,2941,1236,3537,291,951,2941,291,0
6261,130000,0,0,0,0,0,0,0,0,0,0,0,0,1
6262,100000,0,0,0,0,2483,0,0,0,0,2483,0,80,0
6263,70000,43048,43257,44115,41112,39922,40150,3000,4000,0,1500,3000,5000,0
6264,260000,1891,2438,2280,746,1989,1668,2637,2280,746,1989,1668,2605,0
6265,60000,12695,15453,13420,15211,14395,16141,3000,0,2000,1000,2000,1000,0
6266,50000,651,651,1072,1713,651,646,651,1072,1713,651,646,651,1
6267,200000,61099,64160,76593,93988,50292,10510,4160,14593,20150,0,5739,12050,0
6268,20000,18162,18464,19465,19649,19978,20512,900,1600,800,950,1000,800,1
6269,410000,278405,285415,279484,274639,281158,288051,13000,10515,9884,11000,11425,11700,0
6270,90000,35785,29155,27485,29266,35598,38449,15155,5485,5263,8598,5449,6537,0
6271,300000,3144,5688,2297,3115,3172,1589,5734,2018,3138,3187,1597,2394,0
6272,480000,69046,70490,71931,73362,74897,76461,2548,2602,2618,2709,2800,6098,0
6273,50000,48226,48727,46228,46755,43686,44573,2000,1684,1601,2000,2000,2000,0
6274,300000,32608,39029,38177,54867,66276,78169,20018,6028,25030,20023,20000,10000,0
6275,90000,92481,90698,80720,69788,63868,40136,3507,3328,2100,2542,3000,93245,1
6276,50000,34364,34212,33886,32929,34549,33458,1861,2004,1324,3768,1,1141,0
6277,180000,15288,4194,1300,0,4689,4689,4194,1300,0,4689,0,1582,0
6278,150000,157548,164305,156201,149975,0,0,160812,3173,3749,0,0,0,1
6279,20000,780,390,390,390,390,0,0,390,390,390,0,780,0
6280,240000,12181,6746,12104,2788,4084,3288,6746,12104,2788,4084,3288,4788,0
6281,200000,316,316,316,316,316,316,316,316,316,316,316,316,0
6282,80000,4711,5737,8818,8471,8644,8820,1266,3347,0,173,176,180,1
6283,150000,3299,596,978,1178,1007,2075,599,982,1007,5,2075,2669,0
6284,50000,50131,28152,20746,27624,16015,16746,1388,2011,1006,1000,1000,1000,0
6285,50000,43629,46376,45354,49086,48027,49037,3790,0,4500,0,1751,1736,1
6286,150000,152375,122540,129558,131476,133223,136004,5005,10002,5018,10006,7007,6000,1
6287,500000,5379,2062,10515,4158,7958,-196,2065,10556,4170,7963,196,7083,0
6288,80000,2783,1108,21400,21000,21000,0,1200,21000,0,0,0,0,0
6289,30000,20829,22689,22043,23367,24983,25437,2500,0,2000,2000,1000,0,1
6290,190000,98814,102174,105230,17907,-93,-483,5000,5361,1000,0,0,0,1
6291,90000,104494,99941,95197,90508,85640,79775,3592,3382,3319,3172,4000,2360,0
6292,240000,326,326,326,5676,476,326,326,326,5676,476,326,526,0
6293,190000,149411,145613,156765,159386,161870,165725,0,15000,6600,6500,6500,7000,1
6294,20000,16066,17477,17041,18239,17919,17398,2000,1400,1500,1000,1000,1000,1
6295,230000,40732,44563,42804,44020,41278,34672,5000,0,3000,0,3000,3000,0
6296,450000,3004,5938,3700,14327,14890,6687,5971,3712,14347,14903,6707,25963,0
6297,50000,3964,1690,3780,1468,1468,1644,1690,3780,1468,1468,1644,1363,0
6298,50000,50574,48968,50151,50496,2759,-442,0,2463,2300,55,0,37459,1
6299,130000,130565,131878,115173,108310,112083,81362,5012,0,4000,5000,4000,2106,0
6300,30000,3379,1715,1170,780,390,150,0,1100,0,0,150,780,0
6301,210000,7166,7997,8792,9189,4404,5708,1500,1500,1000,500,2000,546,0
6302,60000,10540,10232,11237,11427,20973,31857,0,1483,673,10000,11540,7000,0
6303,180000,84484,79099,77640,78369,80010,83683,3007,2804,2802,2901,5000,80000,0
6304,80000,82212,79682,28242,21400,0,0,7,1200,1408,0,0,0,0
6305,70000,42039,46330,47480,49242,29993,29618,5000,2238,3000,3000,1500,1500,0
6306,200000,205683,196807,191752,178560,170092,161850,0,9025,8030,5639,6054,5100,1
6307,10000,6217,5082,5400,5012,1740,390,5112,5400,2,4,0,5039,0
6308,80000,64575,65961,64308,65047,66504,74360,3000,0,2400,2500,9000,0,0
6309,30000,42646,30060,28391,26156,25377,27422,2159,1500,1000,1000,3800,0,1
6310,470000,43353,47682,46429,43405,42796,44171,5000,2600,1500,1500,2000,1500,0
6311,20000,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,1
6312,110000,110800,112008,96347,49506,49142,49251,4404,2826,1880,1805,2182,2000,0
6313,160000,135320,146230,76660,79825,82951,85168,5000,10000,5000,5000,4000,4000,0
6314,370000,0,0,0,0,0,0,0,0,0,0,0,0,1
6315,50000,21986,21520,20979,19894,18811,18805,1362,1294,682,680,694,618,0
6316,360000,-1808,-1808,6458,825,825,825,0,9091,825,825,825,825,0
6317,20000,20205,16882,18094,19592,19930,20353,1500,1500,1800,800,900,36,1
6318,30000,4476,5814,5254,15570,10117,1875,5841,5280,15587,325,0,1400,1
6319,200000,940,174,1684,1581,2381,2381,174,1689,1581,800,0,0,0
6320,40000,24114,25417,28777,29107,29693,30456,2000,4110,1100,1200,1400,0,0
6321,340000,331508,319742,255166,197695,201907,195961,12100,10000,7000,7000,7000,8000,0
6322,20000,390,390,390,390,390,0,390,390,390,390,0,780,1
6323,360000,1050,390,390,750,930,540,390,390,750,930,150,540,1
6324,140000,6312,-148,8431,11034,5040,7838,0,8579,11034,5040,7838,11737,1
6325,10000,7536,8152,8779,9379,9565,9062,1136,1153,1143,329,418,180,1
6326,140000,108033,105021,107659,109104,109352,101534,4000,4537,3800,3823,3806,3511,0
6327,340000,160596,155508,149627,150733,140171,134203,6,8,5117,5008,5021,6026,1
6328,20000,73404,75132,77264,74319,9968,10769,2600,2500,2000,1000,1000,1000,0
6329,140000,845,845,1690,0,1690,0,0,1690,0,1690,0,845,1
6330,110000,0,0,1000,0,0,0,0,1000,0,0,0,0,0
6331,20000,3785,4871,7817,7977,0,0,1154,3100,160,0,0,0,1
6332,60000,27130,32932,31938,1236,720,16884,6300,0,1236,720,17000,0,1
6333,120000,326,326,326,326,652,326,326,326,326,652,0,290,0
6334,360000,39685,32219,34541,22420,16253,15773,1600,3019,900,600,369,2471,0
6335,90000,54268,52500,2888,0,0,300,2425,2888,0,0,300,0,1
6336,320000,1122,5000,396,1176,396,396,5000,792,1176,396,396,39316,0
6337,230000,147300,121855,102074,94225,96616,95849,10000,5000,4000,4000,5000,4000,0
6338,50000,25622,33564,25680,13577,1148,-6,10122,10028,5000,6,0,0,0
6339,40000,8244,7966,9331,9729,9424,9621,0,1642,700,0,349,872,1
6340,150000,18395,-2390,10042,129691,88173,63034,312,20132,129665,127,315,0,0
6341,20000,19401,20610,19682,19593,20001,19466,3232,0,815,858,832,560,0
6342,50000,47431,48306,35150,25104,20560,8614,2000,1542,1475,1000,350,386,1
6343,120000,13587,11433,7823,0,4913,7023,11433,7823,0,4913,7023,2176,0
6344,80000,12237,11756,11281,12785,12283,13184,0,0,2000,0,1100,0,1
6345,200000,0,0,0,0,0,0,0,0,0,0,0,0,1
6346,330000,322464,325625,323182,325197,327750,321936,13248,13120,12833,14344,8567,7060,1
6347,10000,8481,8711,6946,5863,4180,4322,2000,0,450,0,600,320,1
6348,100000,22648,23978,23312,24617,25109,25654,2000,0,2000,1200,1100,1200,1
6349,210000,90,90,90,90,180,90,90,90,90,180,0,90,1
6350,140000,59504,61544,62925,64280,67079,69802,3000,3000,3000,4000,4000,3000,0
6351,150000,1532,1000,1430,810,786,447,0,1430,810,786,447,2215,0
6352,30000,29866,30900,0,0,0,0,1900,0,0,0,0,0,0
6353,210000,1412,1194,404,2851,2959,693,1194,404,2851,2959,782,2657,1
6354,30000,20581,21632,24267,24572,24872,25427,1700,3300,1000,1000,1100,1000,1
6355,80000,8852,1946,1473,48029,47525,47181,1000,1000,48029,2000,2000,2000,1
6356,500000,1961,1188,-150,150,6805,0,1188,0,300,6805,0,0,0
6357,30000,38866,29432,33364,30149,27028,29261,2000,4501,2396,4000,3076,1068,1
6358,50000,43596,46320,43976,44287,38113,30778,5000,0,2500,1500,2000,1000,0
6359,90000,42105,43919,46812,44976,46406,47625,2500,3970,2500,2500,2500,1700,1
6360,130000,52180,49874,52000,53590,54606,51033,0,5000,4000,3000,3500,13000,0
6361,50000,13112,14679,15143,16892,16341,15798,2100,1000,2300,0,0,0,1
6362,50000,97348,49221,29457,9279,888,19947,3711,1060,212,888,19709,690,0
6363,100000,66393,67827,69202,70153,71468,72930,3100,3100,2700,2600,2650,2800,1
6364,20000,14605,14532,15700,16346,16837,18298,2000,2000,1000,1000,2000,2000,0
6365,130000,112434,98455,103351,100724,97675,102080,0,12700,0,4000,11461,0,0
6366,30000,31405,30588,26860,21165,21281,22938,0,0,1646,762,2000,0,1
6367,50000,42838,37225,36087,9636,9590,10030,1759,1779,320,500,1000,1000,0
6368,280000,2035,11009,9360,7480,4402,3646,11009,9370,7486,4402,3646,6059,0
6369,220000,34819,30937,30348,23459,23200,21281,2006,2022,1002,1007,1000,1008,0
6370,80000,0,174,2071,2036,840,1081,174,2071,150,0,931,0,1
6371,90000,58518,52526,45640,41539,39373,32080,3006,99,1500,1500,2015,1200,0
6372,580000,420115,405932,437254,477809,486721,498316,0,38001,50000,16881,18887,16846,1
6373,80000,19824,5000,19037,12344,26344,1011,5000,19037,0,14000,0,3949,0
6374,70000,64670,66197,70867,54425,55555,48530,3166,6550,0,2033,1915,1708,0
6375,50000,780,390,390,650,260,520,0,390,650,0,800,800,1
6376,50000,9214,10359,7350,7500,0,0,1351,1500,150,0,0,0,0
6377,280000,0,4051,1196,19875,599,850,4051,1245,19875,599,850,185,1
6378,200000,167358,175635,174261,179026,181658,185523,11000,3000,7001,5000,6200,10007,0
6379,250000,191305,90497,92278,93354,95309,97411,3899,3913,3186,3301,3525,3095,0
6380,90000,1224,3120,1712,5000,0,4210,3128,1712,5000,0,4210,750,0
6381,210000,6808,4954,8739,5420,4450,4064,4960,8747,8,4450,4064,3870,0
6382,50000,0,3333,0,8796,6346,3600,3333,0,8796,1000,4000,0,0
6383,100000,99668,100181,99156,80234,80090,79494,4850,3740,2798,2865,3020,2377,0
6384,280000,5374,12360,20721,0,0,17131,12360,20721,0,0,17131,2681,1
6385,80000,81218,74073,68763,69192,70574,70470,2527,3691,2337,2512,2743,2463,1
6386,160000,701,3442,2551,4217,1255,1554,3442,18,4217,0,1000,888,1
6387,150000,14843,14528,11317,14037,12030,10738,14528,11322,14042,12030,10738,322,0
6388,80000,48164,49388,51760,52650,55477,55020,2000,3305,3000,7767,7007,5000,0
6389,260000,97908,84773,70259,58341,58730,52789,2980,2338,1911,5014,5004,2007,0
6390,250000,92966,37341,38905,35356,34978,35822,1641,2205,2000,2000,1000,1000,1
6391,360000,218668,221296,206895,628699,195969,179224,10000,7000,6000,188840,28000,4000,0
6392,100000,1200,2100,0,0,0,0,2100,0,0,0,0,4332,1
6393,120000,116183,116394,113245,48888,40241,49923,5078,2657,978,805,52169,1600,0
6394,30000,784,390,7480,0,1803,1023,390,7480,0,1803,0,0,0
6395,180000,326,326,10726,24104,326,326,326,10726,24104,326,326,326,0
6396,250000,237510,241605,240337,242803,240521,245310,9076,9007,9031,9000,10011,9008,1
6397,120000,94166,73086,62511,36996,30311,26414,3500,2347,5000,3000,2000,10000,0
6398,360000,-8,859,-820,-813,-2292,-2292,867,0,7,0,0,0,0
6399,380000,295543,299922,307166,311716,306830,303453,11000,12602,11500,10500,11000,10152,0
6400,50000,33197,34961,28913,29093,29306,29506,2407,2960,1029,1059,1073,1200,0
6401,120000,68493,70275,68592,72525,73741,72440,3500,0,5700,3000,0,3000,1
6402,10000,9358,7926,9310,9500,9700,10000,1216,2800,190,200,300,0,0
6403,500000,-1,33982,37844,9441,12700,19267,35436,37311,9442,5001,10001,95478,1
6404,80000,21507,13207,13997,10914,10685,5515,1700,1400,200,1000,0,500,0
6405,30000,32724,29279,27149,14930,14400,0,0,1500,797,680,0,0,0
6406,220000,220053,222857,196510,120570,121664,122971,9000,6100,6000,4600,5500,3000,1
6407,50000,14814,9631,36631,29150,0,0,10755,36671,583,0,0,0,0
6408,20000,10628,11650,14252,13678,15041,14751,1200,2800,0,1500,0,1000,1
6409,300000,390,390,390,374,284,1064,390,390,374,300,1170,1170,0
6410,390000,9361,-25,18401,13200,6385,7088,0,18426,34,31,7088,0,0
6411,60000,58760,57635,56706,56452,58542,60273,2500,2000,2100,3000,3210,10000,0
6412,30000,23819,15367,10159,9859,8360,4101,1553,1033,381,384,404,1297,0
6413,190000,143464,146943,151905,153538,156664,160361,5795,7408,5645,5753,6370,5865,0
6414,50000,27686,28436,31051,31542,32185,32900,1500,3100,1300,1300,1400,1300,1
6415,280000,186503,181328,180422,170410,173901,177413,8026,8060,6300,6400,6400,6737,0
6416,30000,1226,390,390,390,390,0,0,390,390,390,0,780,1
6417,130000,300,300,300,300,300,150,0,0,0,0,0,1000,1
6418,130000,125824,80801,81929,41671,42034,32219,4000,4000,3000,2500,1500,2000,1
6419,50000,47110,48447,48345,20079,20656,19818,2401,1735,700,876,711,701,0
6420,250000,-207,-207,-207,-207,11361,700,0,0,0,11568,700,0,0
6421,340000,250571,251917,256908,260462,265927,271766,9125,11750,9325,9665,10274,9832,0
6422,70000,70524,70740,46740,0,0,0,2500,2000,0,0,0,0,0
6423,360000,150527,153900,0,0,0,0,7000,0,0,0,0,0,0
6424,140000,49235,45173,39585,36189,21772,21417,2517,1559,2000,1003,1000,1002,0
6425,80000,90894,93167,81146,80674,63110,40376,4000,3200,2606,2431,1779,1000,1
6426,100000,0,0,0,0,0,0,0,0,0,0,0,0,1
6427,70000,1929,2948,3960,4038,4123,4264,1054,1066,144,150,210,500,0
6428,160000,61089,53073,46508,42835,46169,40482,1965,1972,1509,4000,3000,4000,0
6429,90000,90749,90595,89059,88822,90978,89363,3481,5167,3300,3615,3217,3500,0
6430,250000,215316,198490,169014,167776,168110,168505,6845,5945,5919,6000,6059,5837,0
6431,360000,2500,2500,0,0,0,0,0,0,0,0,0,0,1
6432,190000,8010,922,3200,15010,4575,7279,922,3208,15010,4575,7279,0,0
6433,180000,172360,176867,179020,180773,128078,119632,9000,6600,7000,0,4500,4410,1
6434,50000,24622,26999,28071,27326,28769,28170,3100,1800,0,2200,0,2700,1
6435,10000,4770,9182,8893,8928,9586,9294,4505,0,334,801,0,1487,1
6436,20000,17336,17751,18113,14885,14975,15311,1000,1003,1300,900,700,4700,1
6437,20000,390,0,780,390,390,0,0,1170,0,390,0,780,0
6438,50000,50043,98450,48689,19773,19931,19237,1000,2000,900,900,1000,1000,0
6439,400000,19660,9666,11867,7839,14837,7959,9677,11867,7839,14837,7959,5712,0
6440,110000,28383,27653,29003,29447,27701,28285,0,2000,1000,0,1000,1000,0
6441,390000,171189,176989,178698,182101,155517,154668,10000,10000,8004,10000,6000,10000,0
6442,110000,2932,2373,2373,1475,3102,3151,0,2373,1475,4000,3000,2373,0
6443,110000,85918,87442,82975,80446,80006,80421,4000,6000,12,3100,3200,3000,0
6444,100000,82308,83994,85688,86643,88280,90054,3261,3307,2581,2502,2525,2600,0
6445,100000,37222,38628,39982,40914,42053,43151,2000,2000,1600,1800,1800,1700,0
6446,120000,112448,115646,115767,38070,39306,39200,6500,4300,1175,1658,784,0,0
6447,100000,24796,27085,26352,33871,33192,35637,3000,0,8000,0,3000,0,0
6448,80000,9928,11446,13150,13233,13663,13994,2000,2200,600,650,700,1449,1
6449,350000,86342,84103,86179,91608,86705,90208,0,3500,6800,0,5100,105000,1
6450,420000,412289,414634,409078,412057,402926,373095,16272,17029,15514,15056,13707,14128,1
6451,520000,13273,12709,5480,5397,70137,11819,12712,5487,5397,70137,11820,7888,0
6452,190000,115049,117856,119570,116284,123528,125478,6000,5000,0,9000,4000,5000,0
6453,50000,10695,10386,9993,9993,15300,0,0,0,200,5307,0,0,1
6454,320000,2276,6626,11131,13824,17992,15250,6626,12446,17746,6000,5749,928,1
6455,80000,76121,70109,58186,56234,53229,45519,2456,2053,1812,1819,1686,1224,0
6456,210000,7056,2881,1166,13740,6813,2144,3033,1172,13940,0,0,0,0
6457,100000,30928,32186,32949,33680,34419,37782,2500,2000,2000,2000,4500,40000,1
6458,50000,50701,49147,21163,19894,19758,19324,0,507,1300,1000,700,771,1
6459,360000,10729,2523,-2,-2,-2,-2,2535,0,0,0,0,0,0
6460,140000,37625,38023,39577,39465,45180,44213,1657,2211,1459,6398,1729,1633,0
6461,180000,10874,9324,7738,6369,6109,7603,2000,2000,2000,3109,5000,5520,0
6462,150000,6154,0,0,0,0,0,0,0,0,0,0,26286,1
6463,70000,58665,55845,55362,39615,40477,43295,6852,2010,1500,1500,3500,2000,0
6464,500000,38525,6281,12855,18041,286939,286836,6283,12859,18041,292462,10593,12200,1
6465,60000,56685,55208,59175,60218,55447,55305,0,5000,2511,6,3000,3000,0
6466,570000,26775,28753,48474,42377,41302,1666,15004,25000,1302,1000,1666,3778,0
6467,110000,2610,54223,57299,50418,48093,3389,54300,6600,400,4000,1771,0,1
6468,50000,41322,40383,42413,41434,45567,61595,0,3000,0,5000,20000,0,0
6469,210000,-163,-163,-163,-65167,-168,2999,0,0,5530,84332,21500,30000,1
6470,110000,113394,108142,109325,111264,56311,58271,5314,4398,4196,1857,8271,1948,1
6471,80000,26524,23224,23141,22160,21478,20441,1500,1700,1000,1000,1000,1500,0
6472,60000,54809,-827,1188,792,0,27248,0,2188,0,0,27248,1000,0
6473,150000,80015,19386,39008,19483,32901,8790,19418,40010,19,20000,0,13669,0
6474,340000,0,0,0,0,0,0,0,0,0,0,0,0,0
6475,60000,-64,-64,-64,-64,-64,16759,0,0,0,0,17000,13000,0
6476,300000,279065,273067,278910,283920,253113,246560,0,10638,10569,8809,8883,9960,1
6477,120000,0,0,1471,3094,12623,10446,0,1471,3103,12623,0,1446,1
6478,20000,15887,16895,18379,19020,18620,19000,1275,1759,1400,0,380,0,1
6479,130000,112570,109131,118539,115029,115793,118335,0,11323,0,4294,4700,4260,1
6480,140000,128949,133778,131241,25994,25769,24552,7000,6000,3000,5000,4000,6000,1
6481,160000,813,1351,0,2773,215,2026,1351,0,2773,215,2026,0,0
6482,450000,610723,555086,497132,514249,462666,472480,20200,18000,25135,432130,17000,20000,1
6483,30000,27371,26632,29703,28700,28300,25520,0,3500,0,0,1000,0,1
6484,30000,26505,25799,26762,24956,25654,26177,0,1710,1000,1100,1100,1000,0
6485,70000,62870,63992,64720,66031,67459,69171,2134,1600,1587,1700,2000,1900,0
6486,200000,13943,8943,1662,2553,1977,3175,8964,1662,2553,1977,3175,1804,0
6487,300000,5000,5000,5000,5000,5000,5000,0,0,0,0,0,0,1
6488,20000,13229,14237,15580,16304,17059,18056,1233,1576,1300,1000,1400,0,1
6489,280000,326,326,0,326,652,0,326,0,326,652,0,652,0
6490,30000,1448,1261,630,240,690,150,1261,630,0,840,0,780,0
6491,30000,15743,16784,18998,18395,19100,20582,1300,2500,0,1000,1800,0,0
6492,160000,4042,4338,-1801,-5513,743,1012,1000,0,0,6256,1050,1000,1
6493,30000,12479,10100,10923,10549,4747,4864,1233,1056,500,500,1000,2000,0
6494,50000,10821,11877,13656,14949,16567,16826,1221,2000,1500,2000,2000,4000,0
6495,100000,46430,47679,48783,49981,44211,48568,2000,2000,2000,1514,5000,0,0
6496,360000,158277,203726,293675,196475,2475,0,50000,100000,0,0,0,0,0
6497,30000,22327,21696,21054,21315,21623,22261,0,0,908,800,1000,1809,0
6498,50000,23469,23110,22792,20861,19116,15286,1437,1236,649,831,568,226,0
6499,110000,101640,104795,104855,74737,76058,77254,5500,3900,3000,2900,3000,2800,0
6500,30000,0,306,2017,6316,3107,0,306,2017,6316,62,0,1002,0
6501,50000,49615,48552,50175,12790,12743,17305,0,3056,0,2000,5000,3000,1
6502,20000,14562,5991,6870,0,2734,0,1121,1000,0,1367,0,0,0
6503,200000,16198,14320,15439,14757,14275,13680,0,5000,1000,0,2000,0,0
6504,70000,62049,64315,58564,56741,25172,29186,4000,3000,10032,8000,5139,1000,1
6505,240000,0,0,0,0,0,0,0,0,0,0,0,0,1
6506,160000,37000,0,0,0,0,0,0,0,0,0,0,0,0
6507,360000,5275,24267,33473,51900,30424,48646,24267,10000,20000,3003,20000,30000,0
6508,120000,149301,149540,118675,120047,100637,79613,3000,125000,4065,4000,3000,3000,1
6509,30000,69707,71904,62630,57406,46231,73262,4000,5000,8000,1460,40000,10000,0
6510,230000,60528,49036,31226,15568,10000,0,5000,0,5000,10000,0,10000,0
6511,240000,0,0,0,0,0,0,0,0,0,0,0,0,1
6512,140000,141321,141836,139070,134168,135678,136494,4300,1003,4854,5500,5200,5100,1
6513,200000,0,0,0,0,0,0,0,0,0,0,0,0,1
6514,80000,77385,79038,80899,79387,81593,80254,2900,3200,3000,3500,3100,6200,0
6515,450000,0,245,0,0,0,0,245,0,0,0,0,0,0
6516,220000,1051,735,419,1470,1154,735,735,419,1470,0,735,2205,1
6517,30000,16490,18908,18321,19618,19008,19301,3000,0,1900,0,750,750,1
6518,240000,225312,229394,232686,195509,198861,202057,8000,7400,6500,7000,7000,7000,0
6519,50000,390,390,390,780,390,390,390,390,780,0,390,0,0
6520,320000,31858,33562,35119,36886,38756,40543,5000,5000,5000,5000,5000,5000,0
6521,200000,0,1500,0,0,1000,1000,1500,0,0,1000,1000,0,1
6522,230000,834,-150,517,53,603,10141,0,667,0,700,10200,5200,0
6523,80000,55084,51265,47950,48869,49445,49979,3012,2100,2001,2001,2000,1782,0
6524,60000,60380,55367,111334,19358,19760,20223,2296,2510,838,862,1015,400,1
6525,160000,3826,4751,6604,8604,7072,766,1147,2000,2000,0,766,2303,0
6526,210000,291,291,291,291,441,291,291,291,291,441,291,291,0
6527,20000,12129,12919,14810,15267,15714,16308,1300,2100,1000,1000,1000,1000,1
6528,160000,120528,100050,102324,104697,103202,94360,7000,4000,4000,4115,4000,3690,0
6529,50000,3377,4256,4207,694,238,0,1000,4207,694,238,0,0,0
6530,180000,5100,9861,11021,16883,150,4661,9861,11021,16883,150,4661,873,1
6531,180000,0,0,0,0,0,0,0,0,0,0,0,0,1
6532,290000,0,0,0,2700,1350,1350,0,0,2700,0,1350,8334,0
